lon,lat,E,N,chainage1,chainage2,deltaE,deltaN,heading1,heading_medfilt,heading_movmean,piecenum,rad_heading_movmean,rad_delta_heading
113.02361,37.97848,-14062.45,17861.73,90.66,24702.15,-9.5,7.69,308.9951,308.9951,308.9873,51,5.39284522,0.00238235
113.0235,37.97855,-14071.95,17869.42,90.68,24714.37,-9.52,7.75,309.1558,309.1558,309.1238,51,5.39522757,0.00284824
113.0234,37.97862,-14081.47,17877.17,90.69,24726.64,-9.56,7.81,309.2659,309.2659,309.287,51,5.39807581,0.00284463
113.02329,37.97869,-14091.02,17884.98,90.71,24738.99,-9.59,7.88,309.3983,309.3983,309.4499,51,5.40092044,0.00266446
113.02318,37.97877,-14100.62,17892.86,90.72,24751.4,-9.6,7.95,309.6198,309.6198,309.6026,51,5.4035849,0.00297944
113.02308,37.97884,-14110.22,17900.81,90.74,24763.86,-9.64,8.03,309.81,309.81,309.7733,51,5.40656434,0.00344233
113.02297,37.97891,-14119.86,17908.85,90.75,24776.41,-9.7,8.12,309.9191,309.9191,309.9705,51,5.41000667,0.00315683
113.02286,37.97899,-14129.56,17916.96,90.77,24789.06,-9.73,8.2,310.1195,310.1195,310.1514,51,5.4131635,0.00297233
113.02275,37.97906,-14139.29,17925.16,90.78,24801.79,-9.76,8.3,310.3844,310.3844,310.3217,51,5.41613583,0.00311975
113.02264,37.97914,-14149.05,17933.46,90.8,24814.6,-9.8,8.37,310.5242,310.5242,310.5005,51,5.41925558,0.00391628
113.02253,37.97922,-14158.85,17941.84,90.81,24827.49,-9.85,8.46,310.6615,310.6615,310.7249,51,5.42317186,0.00350002
113.02242,37.9793,-14168.7,17950.3,90.83,24840.47,-9.88,8.53,310.8128,310.8128,310.9254,51,5.42667188,0.00360058
113.02231,37.97938,-14178.57,17958.83,90.84,24853.52,-9.87,8.65,311.2414,311.2414,311.1317,51,5.43027246,0.00337363
113.0222,37.97946,-14188.45,17967.48,90.86,24866.65,-9.91,8.73,311.3871,311.3871,311.325,51,5.43364609,0.00379898
113.02209,37.97954,-14198.35,17976.22,90.87,24879.86,-9.95,8.82,311.5556,311.5556,311.5427,51,5.43744507,0.00327595
113.02198,37.97962,-14208.3,17985.03,90.89,24893.15,-9.98,8.87,311.628,311.628,311.7304,51,5.44072102,0.00339754
113.02187,37.9797,-14218.28,17993.9,90.9,24906.5,-9.99,8.97,311.9011,311.9011,311.925,51,5.44411856,0.00350361
113.02176,37.97978,-14228.28,18002.87,90.92,24919.93,-9.99,9.06,312.1799,312.1799,312.1258,51,5.44762217,0.00395757
113.02165,37.97987,-14238.27,18011.93,90.93,24933.42,-10.03,9.15,312.3604,312.3604,312.3525,51,5.45157974,0.00369662
113.02154,37.97995,-14248.3,18021.08,90.95,24946.99,-10.05,9.23,312.5594,312.5594,312.5643,51,5.45527636,0.00325146
113.02142,37.98003,-14258.35,18030.3,90.96,24960.64,-10.06,9.3,312.7618,312.7618,312.7506,51,5.45852782,0.00376505
113.02131,37.98012,-14268.42,18039.61,90.98,24974.35,-10.08,9.39,312.9601,312.9601,312.9663,51,5.46229287,0.00354236
113.0212,37.98021,-14278.5,18049,90.99,24988.12,-10.11,9.46,313.1114,313.1114,313.1693,51,5.46583523,0.00299239
113.02109,37.98029,-14288.61,18058.46,91.01,25001.97,-10.08,9.54,313.439,313.439,313.3407,51,5.46882762,0.00327958
113.02097,37.98038,-14298.68,18068,91.02,25015.84,-10.11,9.62,313.5742,313.5742,313.5286,51,5.4721072,0.00362548
113.02086,37.98047,-14308.79,18077.62,91.04,25029.8,-10.18,9.7,313.619,313.619,313.7364,51,5.47573268,0.00305206
113.02075,37.98056,-14318.97,18087.32,91.05,25043.86,-10.16,9.78,313.8997,313.8997,313.9112,51,5.47878474,0.00380318
113.02063,37.98065,-14329.13,18097.1,91.07,25057.96,-10.16,9.86,314.15,314.15,314.1291,51,5.48258792,0.00404235
113.02052,37.98074,-14339.29,18106.96,91.08,25072.12,-10.17,9.93,314.3134,314.3134,314.3608,51,5.48663027,0.00357571
113.02041,37.98083,-14349.46,18116.89,91.1,25086.34,-10.15,10.03,314.6637,314.6637,314.5656,51,5.49020598,0.00310967
113.02029,37.98092,-14359.61,18126.92,91.11,25100.6,-10.17,10.09,314.7771,314.7771,314.7438,51,5.49331565,0.00289047
113.02018,37.98102,-14369.78,18137.01,91.13,25114.93,-10.18,10.15,314.924,314.924,314.9094,51,5.49620612,0.00243546
113.02007,37.98111,-14379.95,18147.16,91.14,25129.3,-10.2,10.22,315.0408,315.0408,315.049,51,5.49864158,0.00273459
113.01995,37.9812,-14390.16,18157.38,91.16,25143.74,-10.23,10.28,315.1414,315.1414,315.2056,51,5.50137617,0.00331146
113.01984,37.9813,-14400.39,18167.66,91.17,25158.25,-10.23,10.36,315.3614,315.3614,315.3954,51,5.50468763,0.00400555
113.01973,37.98139,-14410.62,18178.02,91.19,25172.81,-10.24,10.45,315.5605,315.5605,315.6249,51,5.50869318,0.00433098
113.01961,37.98149,-14420.87,18188.47,91.2,25187.44,-10.24,10.55,315.8727,315.8727,315.873,51,5.51302416,0.00432625
113.0195,37.98159,-14431.11,18199.03,91.22,25202.15,-10.21,10.65,316.1883,316.1883,316.1209,51,5.51735041,0.00445364
113.01939,37.98169,-14441.32,18209.67,91.23,25216.9,-10.21,10.71,316.3822,316.3822,316.3761,51,5.52180405,0.00393453
113.01927,37.98178,-14451.53,18220.38,91.25,25231.69,-10.2,10.79,316.6008,316.6008,316.6015,51,5.52573858,0.00362209
113.01916,37.98188,-14461.72,18231.17,91.26,25246.54,-10.16,10.84,316.8363,316.8363,316.809,51,5.52936067,0.00364855
113.01905,37.98198,-14471.89,18242.01,91.28,25261.4,-10.12,10.85,316.9999,316.9999,317.0181,51,5.53300922,0.00398783
113.01893,37.98208,-14482.01,18252.86,91.29,25276.24,-10.06,10.87,317.226,317.226,317.2466,51,5.53699705,0.00391936
113.01882,37.98218,-14492.07,18263.73,91.31,25291.05,-10.02,10.9,317.4274,317.4274,317.4711,51,5.54091641,0.00404341
113.01871,37.98228,-14502.09,18274.64,91.32,25305.86,-9.93,10.93,317.7432,317.7432,317.7028,51,5.54495982,0.00430554
113.0186,37.98238,-14512.02,18285.57,91.34,25320.62,-9.84,10.91,317.9592,317.9592,317.9495,51,5.54926536,0.00432098
113.01849,37.98248,-14521.86,18296.48,91.35,25335.32,-9.78,10.92,318.1582,318.1582,318.1971,51,5.55358634,0.00375227
113.01838,37.98258,-14531.64,18307.4,91.37,25349.98,-9.69,10.94,318.4594,318.4594,318.412,51,5.55733861,0.00300623
113.01827,37.98268,-14541.33,18318.34,91.38,25364.6,-9.64,10.96,318.6653,318.6653,318.5843,51,5.56034484,0.00237467
113.01817,37.98278,-14550.97,18329.3,91.4,25379.19,-9.57,10.94,318.8182,318.8182,318.7204,51,5.56271951,0.0013976
113.01806,37.98289,-14560.54,18340.24,91.41,25393.73,-9.52,10.92,318.9302,318.8204,318.8004,51,5.56411711,0.00067916
113.01796,37.98299,-14570.06,18351.16,91.43,25408.21,-9.52,10.88,318.8204,318.8385,318.8393,51,5.56479627,0.00016487
113.01785,37.98309,-14579.57,18362.04,91.44,25422.66,-9.49,10.85,318.8385,318.8598,318.8488,52,5.56496114,0.0001571
113.01774,37.98318,-14589.06,18372.89,91.46,25437.08,-9.48,10.85,318.8654,318.8598,318.8578,52,5.56511824,7.445e-05
113.01764,37.98328,-14598.54,18383.74,91.47,25451.49,-9.48,10.85,318.8598,318.8654,318.8621,52,5.56519269,2.047e-05
113.01753,37.98338,-14608.02,18394.59,91.49,25465.9,-9.46,10.86,318.9334,318.8654,318.8632,52,5.56521316,-2.86e-05
113.01743,37.98348,-14617.48,18405.45,91.5,25480.3,-9.48,10.85,318.8657,318.8598,318.8616,52,5.56518456,-5.358e-05
113.01732,37.98358,-14626.96,18416.31,91.52,25494.71,-9.48,10.85,318.8516,318.8657,318.8585,53,5.56513098,-8.187e-05
113.01722,37.98368,-14636.44,18427.15,91.53,25509.12,-9.49,10.85,318.8419,318.8516,318.8538,53,5.56504911,-3.417e-05
113.01711,37.98378,-14645.93,18438.01,91.55,25523.53,-9.5,10.91,318.9592,318.85,318.8519,53,5.56501494,-0.0001487
113.01701,37.98388,-14655.43,18448.92,91.56,25538,-9.54,10.91,318.8231,318.8419,318.8433,53,5.56486624,-5.57e-06
113.0169,37.98398,-14664.97,18459.83,91.58,25552.49,-9.55,10.93,318.85,318.85,318.843,53,5.56486067,5.691e-05
113.0168,37.98408,-14674.52,18470.76,91.59,25567.01,-9.57,10.93,318.7885,318.8231,318.8463,53,5.56491758,0.00020767
113.01669,37.98418,-14684.09,18481.68,91.61,25581.53,-9.55,10.96,318.9288,318.85,318.8582,53,5.56512525,0.00017936
113.01658,37.98428,-14693.64,18492.64,91.62,25596.07,-9.6,10.96,318.7614,318.8663,318.8685,53,5.56530461,0.00028892
113.01648,37.98438,-14703.24,18503.6,91.64,25610.64,-9.6,10.99,318.8663,318.9014,318.885,53,5.56559353,0.00019486
113.01637,37.98449,-14712.84,18514.59,91.65,25625.23,-9.61,11.01,318.9014,318.9014,318.8962,53,5.56578839,0.00013794
113.01626,37.98459,-14722.44,18525.6,91.67,25639.84,-9.61,11.02,318.9294,318.9059,318.9041,53,5.56592633,-0.00010212
113.01616,37.98469,-14732.05,18536.62,91.68,25654.46,-9.61,11.02,318.9059,318.9059,318.8982,53,5.56582421,-0.00021515
113.01605,37.98479,-14741.67,18547.64,91.7,25669.09,-9.63,11.05,318.9255,318.9059,318.8859,53,5.56560906,-0.00023065
113.01594,37.98489,-14751.3,18558.7,91.71,25683.75,-9.67,11.06,318.8398,318.8722,318.8727,53,5.56537841,-0.00023394
113.01584,37.98499,-14760.97,18569.76,91.73,25698.44,-9.7,11.09,318.8388,318.8398,318.8593,53,5.56514447,-0.00026424
113.01573,37.98509,-14770.66,18580.85,91.74,25713.17,-9.7,11.1,318.8722,318.8398,318.8442,53,5.56488023,-0.00014662
113.01562,37.9852,-14780.36,18591.95,91.76,25727.91,-9.73,11.12,318.8064,318.8388,318.8357,53,5.56473361,1.862e-05
113.01551,37.9853,-14790.09,18603.07,91.77,25742.68,-9.73,11.13,318.8451,318.8302,318.8368,53,5.56475223,3.632e-05
113.01541,37.9854,-14799.82,18614.2,91.79,25757.47,-9.74,11.14,318.8302,318.8302,318.8389,53,5.56478855,0.00010124
113.0153,37.9855,-14809.56,18625.34,91.8,25772.26,-9.76,11.15,318.8085,318.8451,318.8447,54,5.56488979,0.00013153
113.01519,37.9856,-14819.32,18636.49,91.82,25787.08,-9.77,11.18,318.8678,318.8502,318.8522,54,5.56502132,0.00012016
113.01508,37.98571,-14829.08,18647.67,91.83,25801.93,-9.78,11.19,318.8502,318.8678,318.8591,54,5.56514148,6.795e-05
113.01497,37.98581,-14838.86,18658.86,91.85,25816.78,-9.77,11.24,319.0077,318.8678,318.863,54,5.56520943,4.107e-05
113.01486,37.98591,-14848.63,18670.1,91.86,25831.68,-9.79,11.22,318.9122,318.8646,318.8654,54,5.5652505,-9.947e-05
113.01475,37.98602,-14858.41,18681.32,91.88,25846.57,-9.81,11.23,318.8646,318.8646,318.8597,54,5.56515103,-9.946e-05
113.01465,37.98612,-14868.22,18692.55,91.89,25861.48,-9.81,11.23,318.862,318.862,318.854,54,5.56505157,-8.81e-05
113.01454,37.98622,-14878.04,18703.79,91.91,25876.4,-9.82,11.21,318.7924,318.8394,318.8489,54,5.56496347,-5.09e-06
113.01443,37.98632,-14887.86,18715,91.92,25891.3,-9.83,11.23,318.8132,318.8394,318.8486,54,5.56495838,4.1e-06
113.01432,37.98643,-14897.69,18726.23,91.94,25906.23,-9.84,11.25,318.8394,318.8394,318.8489,54,5.56496248,8.301e-05
113.01421,37.98653,-14907.53,18737.49,91.95,25921.18,-9.82,11.3,319.0001,318.8631,318.8536,54,5.56504549,5.049e-05
113.0141,37.98663,-14917.35,18748.79,91.97,25936.15,-9.84,11.3,318.9458,318.8631,318.8565,54,5.56509598,-1.794e-05
113.01399,37.98674,-14927.19,18760.09,91.98,25951.13,-9.87,11.29,318.8631,318.8631,318.8555,54,5.56507804,-0.0001037
113.01388,37.98684,-14937.05,18771.38,92,25966.13,-9.87,11.3,318.8538,318.8538,318.8495,54,5.56497434,-0.00011705
113.01377,37.98695,-14946.93,18782.68,92.01,25981.14,-9.9,11.32,318.8284,318.8342,318.8428,54,5.56485729,-0.00011705
113.01366,37.98705,-14956.83,18794,92.03,25996.18,-9.92,11.34,318.8342,318.8334,318.8361,54,5.56474024,-8.453e-05
113.01355,37.98715,-14966.75,18805.35,92.04,26011.25,-9.94,11.35,318.8021,318.8296,318.8313,54,5.56465571,-2.76e-06
113.01344,37.98726,-14976.69,18816.7,92.06,26026.33,-9.95,11.38,318.8334,318.8296,318.8311,54,5.56465295,0.00016177
113.01333,37.98736,-14986.63,18828.08,92.07,26041.45,-9.96,11.38,318.8296,318.8296,318.8404,54,5.56481472,0.00028361
113.01322,37.98747,-14996.59,18839.46,92.09,26056.57,-9.97,11.4,318.8246,318.8334,318.8566,54,5.56509833,0.00028399
113.01311,37.98757,-15006.56,18850.86,92.1,26071.72,-9.96,11.41,318.8798,318.8798,318.8729,54,5.56538232,0.00028398
113.013,37.98768,-15016.53,18862.28,92.12,26086.87,-9.97,11.44,318.9108,318.9108,318.8892,54,5.5656663,0.00027064
113.01289,37.98778,-15026.5,18873.72,92.13,26102.05,-9.97,11.44,318.911,318.911,318.9047,54,5.56593694,0.00020945
113.01278,37.98789,-15036.48,18885.15,92.15,26117.22,-9.97,11.45,318.9513,318.911,318.9167,54,5.56614639,-0.00035046
113.01267,37.98799,-15046.45,18896.61,92.16,26132.41,-9.97,11.47,318.9916,318.911,318.8966,54,5.56579593,-0.00035082
113.01256,37.9881,-15056.43,18908.08,92.18,26147.61,-10.03,11.45,318.7884,318.9398,318.8765,54,5.56544511,-0.00035083
113.01245,37.9882,-15066.45,18919.53,92.19,26162.83,-10.04,11.45,318.7459,318.8104,318.8564,54,5.56509428,-0.00034551
113.01233,37.98831,-15076.5,18930.98,92.21,26178.06,-10.02,11.5,318.9398,318.8104,318.8366,54,5.56474877,-0.00044611
113.01222,37.98841,-15086.52,18942.48,92.22,26193.32,-10.05,11.48,318.8104,318.8104,318.8111,54,5.56430266,2.327e-05
113.01211,37.98852,-15096.56,18953.96,92.24,26208.57,-10.04,11.47,318.8171,318.812,318.8124,54,5.56432593,0.00012718
113.012,37.98862,-15106.6,18965.43,92.25,26223.81,-10.04,11.46,318.7544,318.812,318.8197,54,5.56445311,0.00607369
113.01189,37.98873,-15116.64,18976.89,92.27,26239.05,-10.04,11.47,318.812,318.8171,319.1677,54,5.5705268,0.0060691
113.01178,37.98883,-15126.68,18988.36,92.28,26254.29,-10.04,11.48,318.8469,318.8469,319.5154,54,5.5765959,0.0060785
113.01167,37.98894,-15136.72,18999.84,92.3,26269.54,-9.66,11.74,320.5763,320.5504,319.8637,54,5.5826744,0.00606053
113.01156,37.98905,-15146.37,19011.59,92.31,26284.75,-9.66,11.74,320.5504,320.5506,320.2109,55,5.58873493,0.00595662
113.01145,37.98915,-15156.03,19023.33,92.33,26299.95,-9.66,11.74,320.5765,320.5533,320.5522,55,5.59469155,1.012e-05
113.01134,37.98926,-15165.69,19035.07,92.34,26315.16,-9.66,11.74,320.5506,320.5533,320.5528,55,5.59470167,9.39e-06
113.01124,37.98937,-15175.35,19046.82,92.36,26330.37,-9.66,11.75,320.5533,320.5533,320.5533,55,5.59471106,8.213e-05
113.01113,37.98948,-15185.02,19058.57,92.37,26345.58,-9.66,11.74,320.5769,320.5533,320.558,55,5.59479319,-6.84e-06
113.01102,37.98958,-15194.67,19070.31,92.39,26360.78,-9.66,11.74,320.551,320.5533,320.5576,55,5.59478635,8.285e-05
113.01092,37.98969,-15204.34,19082.05,92.4,26375.99,-9.66,11.74,320.5771,320.5769,320.5624,56,5.5948692,-6.11e-06
113.01081,37.9898,-15213.99,19093.8,92.42,26391.2,-9.66,11.74,320.5512,320.5514,320.562,56,5.59486309,-6.12e-06
113.0107,37.98991,-15223.66,19105.54,92.43,26406.41,-9.66,11.74,320.5773,320.5771,320.5617,56,5.59485697,-8.898e-05
113.0106,37.99002,-15233.31,19117.29,92.45,26421.61,-9.66,11.74,320.5514,320.5516,320.5566,56,5.59476799,-0.01581063
113.01049,37.99012,-15242.98,19129.03,92.46,26436.82,-9.66,11.74,320.5775,320.5516,319.6507,56,5.57895736,-0.01590033
113.01038,37.99023,-15252.63,19140.78,92.48,26452.02,-9.66,11.74,320.5516,320.5514,318.7397,56,5.56305703,-0.01581136
113.01027,37.99034,-15262.3,19152.52,92.49,26467.23,-10.58,10.96,316.0213,316.022,317.8338,56,5.54724567,-0.01581098
113.01016,37.99044,-15272.87,19163.49,92.51,26482.47,-10.42,10.79,316.0219,316.022,316.9279,57,5.53143469,-0.01580988
113.01004,37.99054,-15283.29,19174.28,92.51,26497.47,-10.42,10.79,316.022,316.022,316.022,57,5.51562481,1.12e-06
113.00992,37.99064,-15293.71,19185.08,92.51,26512.47,-10.42,10.79,316.0221,316.0221,316.0221,57,5.51562593,5.568e-05
113.00981,37.99074,-15304.12,19195.87,92.51,26527.47,-10.42,10.79,316.0222,316.0222,316.0253,57,5.51568161,0.00188113
113.00969,37.99084,-15314.54,19206.67,92.51,26542.47,-10.42,10.79,316.0223,316.0223,316.1331,58,5.51756274,0.0100179
113.00958,37.99094,-15324.96,19217.46,92.51,26557.47,-10.3,10.68,316.0379,316.0379,316.707,58,5.52758064,0.01001759
113.00946,37.99103,-15335.26,19228.14,92.51,26572.31,-6.66,7.04,316.5609,316.5609,317.281,58,5.53759823,0.01001729
113.00939,37.9911,-15341.92,19235.18,0,26582,-1.96,2.26,319.0209,318.892,317.855,58,5.54761552,0.00996274
113.00937,37.99112,-15343.88,19237.44,3,26585,-1.97,2.26,318.892,318.892,318.4258,59,5.55757826,0.00813736
113.00934,37.99114,-15345.86,19239.7,6,26588,-1.97,2.26,318.892,318.892,318.892,59,5.56571562,2.2e-07
113.00932,37.99116,-15347.83,19241.96,9,26591,-1.97,2.26,318.892,318.892,318.892,59,5.56571584,2.2e-07
113.0093,37.99118,-15349.8,19244.22,12,26594,-1.97,2.26,318.892,318.892,318.892,59,5.56571606,4.4e-07
113.00928,37.9912,-15351.77,19246.48,15,26597,-1.97,2.26,318.8921,318.892,318.8921,59,5.5657165,5.1e-07
113.00926,37.99122,-15353.75,19248.74,18,26600,-1.96,2.26,319.0075,318.8921,318.8921,59,5.56571701,4.4e-07
113.00924,37.99124,-15355.71,19251,21,26602.99,-2.12,2.26,316.7725,318.8921,318.8921,59,5.56571745,5.1e-07
113.00921,37.99126,-15357.83,19253.26,24,26606.09,-1.82,2.26,321.1513,318.8922,318.8921,59,5.56571796,4.4e-07
113.00919,37.99129,-15359.66,19255.52,27,26609,-1.97,2.26,318.8921,318.8922,318.8922,59,5.5657184,1.5e-07
113.00917,37.99131,-15361.63,19257.79,30,26612,-1.97,2.26,318.8922,318.8922,318.8922,59,5.56571855,2.1e-07
113.00915,37.99133,-15363.6,19260.05,33,26615,-1.97,2.26,318.8922,318.8922,318.8922,59,5.56571876,3.7e-07
113.00913,37.99135,-15365.58,19262.31,36,26618,-1.96,2.26,319.0212,318.8922,318.8922,59,5.56571913,2.9e-07
113.0091,37.99137,-15367.54,19264.57,39,26621,-1.97,2.26,318.8922,318.8922,318.8922,59,5.56571942,3.7e-07
113.00908,37.99139,-15369.51,19266.83,42,26624,-1.97,2.26,318.8787,318.8923,318.8923,59,5.56571979,4.4e-07
113.00906,37.99141,-15371.49,19269.09,45,26627,-1.97,2.26,318.8923,318.8923,318.8923,59,5.56572023,3.6e-07
113.00904,37.99143,-15373.46,19271.35,48,26630,-1.97,2.26,318.8923,318.8923,318.8923,59,5.56572059,3.7e-07
113.00902,37.99145,-15375.43,19273.61,51,26633,-1.97,2.26,318.8923,318.8923,318.8923,59,5.56572096,4.4e-07
113.00899,37.99147,-15377.41,19275.87,54,26636,-1.97,2.26,318.8923,318.8923,318.8923,59,5.5657214,4.4e-07
113.00897,37.99149,-15379.38,19278.13,57,26639,-1.96,2.26,319.0213,318.8924,318.8924,59,5.56572184,2.9e-07
113.00895,37.99151,-15381.34,19280.4,60,26642,-1.97,2.26,318.8924,318.8924,318.8924,59,5.56572213,2.9e-07
113.00893,37.99153,-15383.32,19282.66,63,26645,-1.97,2.26,318.8924,318.8924,318.8924,59,5.56572242,2.2e-07
113.00891,37.99156,-15385.29,19284.92,66,26648,-1.97,2.26,318.8924,318.8924,318.8924,59,5.56572264,3.7e-07
113.00889,37.99158,-15387.26,19287.18,69,26651,-1.97,2.26,318.8924,318.8924,318.8924,59,5.56572301,3.6e-07
113.00886,37.9916,-15389.23,19289.44,72,26654,-1.97,2.26,318.8789,318.8924,318.8925,59,5.56572337,5.1e-07
113.00884,37.99162,-15391.21,19291.7,75,26657,-1.96,2.26,319.0214,318.8925,318.8925,59,5.56572388,4.4e-07
113.00882,37.99164,-15393.17,19293.96,78,26660,-1.97,2.26,318.8925,318.8925,318.8925,59,5.56572432,4.4e-07
113.0088,37.99166,-15395.15,19296.22,81,26663,-1.97,2.26,318.8925,318.8925,318.8925,60,5.56572476,2.9e-07
113.00878,37.99168,-15397.12,19298.48,84,26666,-1.97,2.26,318.8925,318.8925,318.8926,60,5.56572505,3.7e-07
113.00875,37.9917,-15399.09,19300.74,87,26669,-1.97,2.26,318.8926,318.8926,318.8926,60,5.56572542,3.6e-07
113.00873,37.99172,-15401.06,19303.01,90,26672,-1.97,2.26,318.8926,318.8926,318.8926,60,5.56572578,3.7e-07
113.00871,37.99174,-15403.04,19305.27,93,26675,-1.96,2.26,319.008,318.8926,318.8926,60,5.56572615,2.9e-07
113.00869,37.99176,-15405,19307.53,96,26677.99,-1.97,2.26,318.8926,318.8927,318.8926,60,5.56572644,4.4e-07
113.00867,37.99178,-15406.97,19309.79,99,26681,-1.97,2.26,318.8927,318.8927,318.8927,60,5.56572688,3.7e-07
113.00864,37.9918,-15408.95,19312.05,102,26684,-1.97,2.26,318.9063,318.8927,318.8927,60,5.56572725,2.9e-07
113.00862,37.99182,-15410.92,19314.31,105,26687,-1.97,2.26,318.8791,318.8927,318.8927,60,5.56572754,4.4e-07
113.0086,37.99185,-15412.89,19316.57,108,26690,-1.97,2.26,318.8927,318.8927,318.8927,60,5.56572798,5.1e-07
113.00858,37.99187,-15414.87,19318.83,111,26693,-1.97,2.26,318.8927,318.8927,318.8928,60,5.56572849,3.6e-07
113.00856,37.99189,-15416.84,19321.09,114,26696,-1.96,2.26,319.0217,318.8928,318.8928,60,5.56572885,3e-07
113.00854,37.99191,-15418.8,19323.35,117,26699,-1.97,2.26,318.8928,318.8928,318.8928,60,5.56572915,3.6e-07
113.00851,37.99193,-15420.78,19325.62,120,26702,-1.97,2.26,318.8928,318.8928,318.8928,60,5.56572951,3.7e-07
113.00849,37.99195,-15422.75,19327.88,123,26705,-1.97,2.26,318.8928,318.8928,318.8928,60,5.56572988,3.6e-07
113.00847,37.99197,-15424.72,19330.14,126,26708,-1.97,2.26,318.8928,318.8928,318.8929,60,5.56573024,3.7e-07
113.00845,37.99199,-15426.69,19332.4,129,26711,-1.96,2.26,319.0082,318.8929,318.8929,60,5.56573061,2.9e-07
113.00843,37.99201,-15428.66,19334.66,132,26713.99,-1.97,2.26,318.8929,318.8929,318.8929,60,5.5657309,2.9e-07
113.0084,37.99203,-15430.63,19336.92,135,26716.99,-1.97,2.26,318.8929,318.8929,318.8929,60,5.56573119,2.2e-07
113.00838,37.99205,-15432.61,19339.18,138,26719.99,-1.97,2.26,318.8929,318.8929,318.8929,60,5.56573141,3e-07
113.00836,37.99207,-15434.58,19341.44,141,26723,-1.97,2.26,318.8929,318.8929,318.8929,60,5.56573171,2.2e-07
113.00834,37.99209,-15436.55,19343.7,144,26726,-1.97,2.26,318.8794,318.8929,318.8929,60,5.56573193,4.4e-07
113.00832,37.99212,-15438.52,19345.96,147,26729,-1.97,2.26,318.893,318.893,318.893,60,5.56573237,5.1e-07
113.00829,37.99214,-15440.5,19348.22,150,26732,-1.96,2.26,319.0355,318.893,318.893,60,5.56573288,4.4e-07
113.00827,37.99216,-15442.46,19350.49,153,26734.99,-1.97,2.26,318.893,318.893,318.893,60,5.56573332,3.6e-07
113.00825,37.99218,-15444.43,19352.75,156,26737.99,-1.97,2.26,318.8795,318.8931,318.893,61,5.56573368,4.4e-07
113.00823,37.9922,-15446.41,19355.01,159,26740.99,-1.97,2.26,318.8931,318.8931,318.8931,61,5.56573412,3.7e-07
113.00821,37.99222,-15448.38,19357.27,162,26743.99,-1.97,2.26,318.8931,318.8931,318.8931,61,5.56573449,3.6e-07
113.00818,37.99224,-15450.35,19359.53,165,26747,-1.97,2.26,318.8931,318.8931,318.8931,61,5.56573485,3.7e-07
113.00816,37.99226,-15452.33,19361.79,168,26750,-1.97,2.26,318.8931,318.8931,318.8931,61,5.56573522,3.6e-07
113.00814,37.99228,-15454.3,19364.05,171,26753,-1.96,2.26,319.0221,318.8932,318.8932,61,5.56573558,2.9e-07
113.00812,37.9923,-15456.26,19366.31,174,26755.99,-1.97,2.26,318.8932,318.8932,318.8932,61,5.56573587,3.7e-07
113.0081,37.99232,-15458.24,19368.57,177,26758.99,-1.97,2.26,318.8932,318.8932,318.8932,61,5.56573624,2.9e-07
113.00808,37.99234,-15460.21,19370.84,180,26761.99,-1.97,2.26,318.8796,318.8932,318.8932,61,5.56573653,3e-07
113.00805,37.99236,-15462.18,19373.1,183,26764.99,-1.97,2.26,318.8932,318.8932,318.8932,61,5.56573683,3.6e-07
113.00803,37.99239,-15464.15,19375.36,186,26768,-1.97,2.26,318.8933,318.8933,318.8933,61,5.56573719,5.9e-07
113.00801,37.99241,-15466.13,19377.62,189,26771,-1.96,2.26,319.0222,318.8933,318.8933,61,5.56573778,4.4e-07
113.00799,37.99243,-15468.09,19379.88,192,26773.99,-1.97,2.26,318.8933,318.8933,318.8933,61,5.56573822,4.3e-07
113.00797,37.99245,-15470.06,19382.14,195,26776.99,-1.97,2.26,318.8797,318.8934,318.8933,61,5.56573865,5.9e-07
113.00794,37.99247,-15472.04,19384.4,198,26779.99,-1.97,2.26,318.9069,318.8934,318.8934,61,5.56573924,4.4e-07
113.00792,37.99249,-15474.01,19386.66,201,26782.99,-1.97,2.26,318.8934,318.8934,318.8934,61,5.56573968,2.9e-07
113.0079,37.99251,-15475.98,19388.92,204,26785.99,-1.97,2.26,318.8934,318.8934,318.8934,61,5.56573997,3.7e-07
113.00788,37.99253,-15477.96,19391.18,207,26789,-1.96,2.26,319.0088,318.8934,318.8934,61,5.56574034,2.9e-07
113.00786,37.99255,-15479.92,19393.44,210,26791.99,-1.97,2.26,318.8934,318.8934,318.8934,61,5.56574063,2.2e-07
113.00783,37.99257,-15481.89,19395.71,213,26794.99,-1.97,2.26,318.8934,318.8935,318.8935,61,5.56574085,2.9e-07
113.00781,37.99259,-15483.87,19397.97,216,26797.99,-1.97,2.26,318.8935,318.8935,318.8935,61,5.56574114,2.2e-07
113.00779,37.99261,-15485.84,19400.23,219,26800.99,-1.97,2.26,318.8935,318.8935,318.8935,61,5.56574136,2.2e-07
113.00777,37.99263,-15487.81,19402.49,222,26803.99,-1.97,2.26,318.8935,318.8935,318.8935,61,5.56574158,4.4e-07
113.00775,37.99265,-15489.79,19404.75,225,26806.99,-1.97,2.26,318.8935,318.8935,318.8935,61,5.56574202,5.1e-07
113.00773,37.99268,-15491.76,19407.01,228,26809.99,-1.96,2.26,319.0225,318.8935,318.8936,61,5.56574253,4.4e-07
